,Age,Gender,Quantity,Price,Discount,Product Rating,high_return_risk,payment_mode,Category_Dresses,Category_Ethnic Wear,Category_Formal Wear,Category_Jackets,Category_Jeans,Category_Shirts,Category_Shorts,Category_Skirts,Category_Sleepwear,Category_Suits,Category_Sweaters,Category_T-shirts,Category_Trousers,Category_Undergarments,State_Arunachal Pradesh,State_Assam,State_Bihar,State_Chhattisgarh,State_Goa,State_Gujarat,State_Haryana,State_Himachal Pradesh,State_Jharkhand,State_Karnataka,State_Kerala,State_Madhya Pradesh,State_Maharashtra,State_Manipur,State_Meghalaya,State_Mizoram,State_Nagaland,State_Odisha,State_Punjab,State_Rajasthan,State_Sikkim,State_Tamil Nadu,State_Telangana,State_Tripura,State_Uttar Pradesh,State_Uttarakhand,State_West Bengal,Brand_H&M,Brand_Levie's,Brand_Nike,Brand_Pantaloons,Brand_Puma,Brand_Raymond,Brand_Zudio,Total_Amount,Effective_Price
338,47,0,1.0103874949354725,-1.2906660676118649,0.6871596492860741,4.5,Yes,Cash on Delivery,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-1.3040728548525693,-1.2817971311882088
339,50,1,0.5153497316553309,-0.8746016878801431,-0.015857530368140194,3.5,No,Cash on Delivery,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.4507257451543313,-0.874740378108399
340,43,1,-1.4648013214652351,-1.036404502220257,-0.015857530368140194,5.0,No,Cash on Delivery,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.5181266844247516,-1.0365688503789334
341,48,1,1.505425258215614,1.3212936495928322,-0.015857530368140194,1.0,No,Online Payment,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.9891088336169405,1.3215031741345686
342,42,1,-0.47472579490495215,-0.0829236320017283,-0.7188747100223545,3.0,No,Cash on Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.03936598711842619,-0.08351974902082072
343,53,0,1.505425258215614,0.06732183845694896,0.6871596492860741,2.0,No,Cash on Delivery,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.10134799604260224,0.06685922994791525
344,62,0,-0.47472579490495215,-0.4007505887412379,-1.4218918896765689,4.5,No,Online Payment,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.19024664179881173,-0.4064488288603807
345,58,0,0.5153497316553309,1.1363761474898448,-1.4218918896765689,1.0,Yes,Online Payment,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5856311426684103,1.152534187767222
346,24,0,-0.47472579490495215,1.4715391200515096,-1.4218918896765689,3.0,No,Cash on Delivery,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.6985775785001866,1.49246281545294
347,47,0,-0.47472579490495215,-0.5741107469627886,-0.015857530368140194,3.0,Yes,Cash on Delivery,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.2725451807153857,-0.574201786748835
348,70,0,0.0203119683751894,-1.6084930243513744,-1.4218918896765689,2.0,No,Cash on Delivery,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.03267165944233787,-1.63136405621064
349,66,0,-1.4648013214652351,1.2114988827191835,-0.7188747100223545,4.0,Yes,Cash on Delivery,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-1.774605164360716,1.2202080417992551
350,44,1,-0.47472579490495215,-0.8572656720579881,1.3901768289402885,1.5,Yes,Online Payment,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.40696612761245643,-0.8453481633225787
351,59,1,0.5153497316553309,1.2346135704820569,-1.4218918896765689,4.5,Yes,Cash on Delivery,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.636257772245958,1.2521684407095877
352,20,0,0.5153497316553309,1.0728107561419429,-1.4218918896765689,5.0,Yes,Cash on Delivery,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5528727352947029,1.088064965275103
353,21,1,0.0203119683751894,1.1652695071934367,0.6871596492860741,4.5,No,Online Payment,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.023668917378685622,1.1572622453345687
354,44,0,0.5153497316553309,-0.29673449380830746,-1.4218918896765689,3.0,No,Cash on Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.1529220417569917,-0.3009537375096406
355,49,0,1.0103874949354725,1.1017041158455347,1.3901768289402885,2.5,No,Online Payment,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.1131480617692695,1.0863884805035686
356,39,0,0.0203119683751894,1.217277554659902,0.6871596492860741,2.0,No,Cash on Delivery,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.024725303194079815,1.2089129144844628
357,43,1,-0.47472579490495215,-0.6954628577178741,0.6871596492860741,3.0,No,Online Payment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3301541579569874,-0.690683917583865
358,42,0,-0.9697635581850936,1.494653807814383,-0.015857530368140194,4.0,No,Online Payment,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,-1.449460794920975,1.4948908229958557
359,26,0,0.0203119683751894,0.15978058950844268,0.6871596492860741,2.0,No,Cash on Delivery,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.003245458281064607,0.15868264176994923
360,54,0,0.5153497316553309,1.3617443531778608,-0.015857530368140194,1.5,No,Online Payment,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7017745869933728,1.3619602922022025
361,70,1,0.5153497316553309,1.11904013166769,-1.4218918896765689,2.5,No,Online Payment,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5766970315664902,1.1349516725420987
362,58,0,0.0203119683751894,1.592891230806595,-1.4218918896765689,1.0,No,Online Payment,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.03235475630526008,1.6155404220288032
363,27,0,-0.47472579490495215,-1.0768552058052856,1.3901768289402885,3.5,Yes,Cash on Delivery,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5112109435734501,-1.0618850142529432
364,41,0,1.505425258215614,0.2060099650341895,-0.015857530368140194,1.5,No,Cash on Delivery,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.31013260480658433,0.2060426331269562
365,61,1,-1.4648013214652351,-0.4527586362077031,-0.015857530368140194,2.0,Yes,Cash on Delivery,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.6632014486218412,-0.45283043254593414
366,34,1,-0.9697635581850936,1.251949586304212,0.6871596492860741,2.0,No,Cash on Delivery,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,-1.2140950854827286,1.2433466939177256
367,68,0,1.0103874949354725,1.367523025118579,-1.4218918896765689,2.0,Yes,Cash on Delivery,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.3817281636161403,1.3869677241021998
368,51,1,-1.4648013214652351,-1.082633877746004,1.3901768289402885,3.0,No,Online Payment,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.5858435347853785,-1.0675833524353213
369,37,0,-1.4648013214652351,-0.4007505887412379,1.3901768289402885,4.5,No,Cash on Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.5870199919661363,-0.39517944691471546
370,31,1,0.5153497316553309,0.8416638785132087,-1.4218918896765689,3.0,No,Online Payment,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.43375125393576713,0.8536314289401252
371,68,0,-0.47472579490495215,0.22334598085634458,-0.015857530368140194,3.0,No,Cash on Delivery,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.1060280983008544,0.2233813980130849
372,24,0,0.0203119683751894,0.6625250483509396,0.6871596492860741,4.0,Yes,Cash on Delivery,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.013457187829875114,0.6579724435522589
373,58,1,0.0203119683751894,0.5007222340108257,-1.4218918896765689,5.0,No,Online Payment,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.010170654181982078,0.507841962846033
374,67,0,0.0203119683751894,-1.1461992690939058,-0.7188747100223545,1.0,No,Online Payment,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.02328156330550062,-1.1544390057658829
375,28,0,0.5153497316553309,1.3733016970592975,-0.015857530368140194,5.0,Yes,Cash on Delivery,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7077306610613195,1.3735194687929548
376,66,1,0.0203119683751894,-0.22161175857896886,-0.7188747100223545,1.5,Yes,Cash on Delivery,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.004501371031826124,-0.22320486946582888
377,36,1,-1.4648013214652351,-1.1173059093903142,1.3901768289402885,4.5,Yes,Cash on Delivery,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.6366311725558484,-1.1017733815295894
378,57,0,-1.4648013214652351,-0.7301348893621842,0.6871596492860741,3.5,Yes,Online Payment,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0695025507856006,-0.7251176970171277
379,36,1,-0.47472579490495215,1.2288348985413386,-0.7188747100223545,4.5,Yes,Cash on Delivery,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.5833596240169832,1.2376686818548812
380,34,1,1.0103874949354725,1.332850993474269,-0.015857530368140194,4.5,Yes,Cash on Delivery,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.3466959764187225,1.3330623507253212
381,28,0,1.505425258215614,0.2753540283228098,0.6871596492860741,4.0,Yes,Online Payment,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.41452490918857543,0.2734619065474917
382,32,1,0.5153497316553309,-0.01935824065382638,-1.4218918896765689,3.5,Yes,Cash on Delivery,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.009976264126268744,-0.01963349390766721
383,65,1,1.505425258215614,1.6680139660359337,-0.7188747100223545,2.0,No,Online Payment,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2.511070355526896,1.6800048965974068
384,41,0,0.0203119683751894,-1.4986982574777257,-0.7188747100223545,3.5,No,Cash on Delivery,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.030441511609839024,-1.5094720202302787
385,35,0,1.505425258215614,-1.1808713007382161,-0.015857530368140194,5.0,No,Cash on Delivery,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-1.777713482833237,-1.1810585577633392
386,25,0,-1.4648013214652351,0.5469516095365725,-1.4218918896765689,5.0,No,Online Payment,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.8011754404267087,0.5547286701130285
387,40,1,0.0203119683751894,1.5639978711030031,1.3901768289402885,3.0,No,Online Payment,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.03176787529670775,1.5422555350938099
388,49,0,-0.47472579490495215,-0.29673449380830746,1.3901768289402885,1.5,Yes,Cash on Delivery,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.14086751844886736,-0.2926093596319111
389,55,1,0.5153497316553309,-0.4585373081484215,0.6871596492860741,3.0,No,Online Payment,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.2363070787082468,-0.455386424789903
390,70,0,-0.9697635581850936,-1.521812945240599,-0.015857530368140194,3.0,No,Online Payment,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1.4757987366686605,-1.5220542671905368
392,66,1,-0.47472579490495215,-1.036404502220257,-1.4218918896765689,4.5,Yes,Cash on Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.4920079511595828,-1.0511410537815697
393,31,1,0.0203119683751894,1.4253097445257628,-0.7188747100223545,4.0,No,Online Payment,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.028950846455656577,1.4355559358186427
394,34,0,1.505425258215614,0.246460668619218,-1.4218918896765689,3.0,Yes,Cash on Delivery,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.37102811569607913,0.24996507287755731
396,24,1,-1.4648013214652351,-1.4813622416555705,-0.7188747100223545,4.5,Yes,Cash on Delivery,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,2.1699013691457827,-1.4920113801746526
397,68,1,0.5153497316553309,0.09043652621982239,1.3901768289402885,2.0,No,Online Payment,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.046606439519225766,0.08917929858741591
398,61,0,-0.47472579490495215,0.5469516095365725,-0.015857530368140194,3.5,No,Online Payment,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.2596520376117924,0.5470383425541538
399,45,1,1.505425258215614,0.29269004414496486,1.3901768289402885,3.0,No,Online Payment,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4406229852840732,0.28862113497064645
400,61,0,-1.4648013214652351,-0.21005441469753214,0.6871596492860741,2.5,No,Online Payment,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3076879842285516,-0.20861100551818665
402,64,0,0.5153497316553309,-1.3542314589597666,-0.7188747100223545,4.0,Yes,Cash on Delivery,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.697902818974123,-1.363966686433395
403,69,0,0.0203119683751894,-1.4004608344855136,-0.015857530368140194,2.0,Yes,Cash on Delivery,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.028446116180761108,-1.4006829129876361
404,45,1,0.0203119683751894,1.0381387244976328,0.6871596492860741,3.0,Yes,Cash on Delivery,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02108664094105538,1.031005054079272
405,42,1,-0.9697635581850936,-1.5795996646477826,-0.7188747100223545,2.5,Yes,Online Payment,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.5318381912968142,-1.5909550071565335
406,56,0,-1.4648013214652351,1.558219199162285,1.3901768289402885,1.5,Yes,Cash on Delivery,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-2.2824815420654154,1.536557196911432
407,20,1,-0.9697635581850936,0.8705572382168005,-1.4218918896765689,2.0,No,Online Payment,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,-0.8442346849369127,0.8829356209819975
408,41,1,0.5153497316553309,1.0034666928533227,-0.015857530368140194,1.5,No,Online Payment,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5171362908870223,1.0036258178888762
409,67,0,-0.47472579490495215,0.1019938701012591,-1.4218918896765689,1.5,Yes,Cash on Delivery,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.04841912105925266,0.10344411266819616
410,24,0,1.0103874949354725,0.7145330958174049,0.6871596492860741,4.0,No,Online Payment,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7219553047314357,0.7096231127021531
411,41,1,-0.47472579490495215,-0.19849707081609544,0.6871596492860741,2.0,Yes,Online Payment,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09423167972947549,-0.19713307904043242
412,32,1,-0.9697635581850936,1.2403922424227753,-0.015857530368140194,4.5,Yes,Online Payment,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.2028871945570978,1.2405889379993016
413,42,0,0.0203119683751894,1.3386296654149874,1.3901768289402885,2.5,Yes,Cash on Delivery,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.02719020342999959,1.3200203459810673
414,45,0,0.5153497316553309,0.6856397361138131,-1.4218918896765689,2.5,Yes,Online Payment,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3533442540184855,0.6953887919140153
415,53,1,-0.9697635581850936,0.0095351190497654,-0.7188747100223545,1.0,Yes,Cash on Delivery,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.009246810977418963,0.009603664609184687
416,67,1,0.0203119683751894,-0.7994789526508045,1.3901768289402885,2.0,Yes,Online Payment,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.016238991202872685,-0.7883647814987985
417,29,0,-1.4648013214652351,0.5816236411808827,0.6871596492860741,1.0,Yes,Cash on Delivery,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.8519630781971788,0.5776269582079793
418,41,0,-1.4648013214652351,-0.9208310634058899,-0.7188747100223545,2.0,Yes,Online Payment,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.3488345585231853,-0.9274506850427447
420,57,1,0.5153497316553309,-1.1519779410346243,-0.015857530368140194,5.0,No,Online Payment,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,-0.5936715227850542,-1.1521606162864582
421,54,0,1.0103874949354725,-0.8283723123543962,-1.4218918896765689,5.0,No,Online Payment,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.8369770255536632,-0.8401508710800897
422,63,1,0.5153497316553309,0.6220743447659112,-0.7188747100223545,3.5,No,Online Payment,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3205858466447781,0.6265462799079706
424,40,0,0.0203119683751894,0.13666590174556925,1.3901768289402885,2.0,No,Online Payment,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0027759534742227447,0.13476600404644004
